model,dataset,rougeL,rouge1,rouge2,summary,reference
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Изабелла была рада услышать о вчерашней работе Бетти. Она предлагает им вместе что-то сделать.,"Изабелла благодарна Бетти за то, что вчера поделилась информацией о своей работе. Изабелла предлагает Бетти свою компанию, если Бетти захочет что-то сделать вместе."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Эми свяжется с Холли позже, так как она сейчас работает.","Холли здоровается с Эми, но Эми занята работой и сейчас не может общаться."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Алекс присоединится к Худе, чтобы поплавать через 2 часа.",Алекс пойдёт купаться вместе с Худой через два часа.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джанет, Элисон, Николь, Шерил, Бафф, Линда, Роз, Лесли и Эрик обсуждают выборы президента США. Они считают Дональда Трампа эгоистичным и невнимательным лидером, который не уважает свою страну и мир.","Джанет, Николь, Элисон, Арлин, Лесли, Рос, Эрик и Сью жалуются на Дональда Трампа и его отсутствие на церемонии."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Учитель советует Раши выбрать профессию, исходя из его интересов и страсти. Он должен научиться балансировать между обязанностями и успехом.","Раши сбит с толку слишком большим количеством вариантов карьеры. Учитель советует ему выбрать то, к чему у него есть страсть и что его интересует."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Корбин хочет сообщить о школьном насилии в средней школе Чунган. Дмитрий поможет другу Корбина, но Корбин боится, что его ударят, если он сообщит об этом.","Корбин сообщил в отдел по борьбе с насилием в школе, что его друг был избит."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Марта ищет мастера по ремонту компьютеров. Джоэл не знает такого, но может спросить Синтию или Елену.","Марте нужна помощь с компьютером. По совету Джоэла она свяжется с Синтией или Еленой, поскольку они могут кого-то знать."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Энн не знает, что приготовить на день рождения своего папы. Фиона предлагает организовать командную игру или пейнтбол.","Энн не знает, что подарить отцу на день рождения. Ему исполняется 50. Фиона пытается ей помочь и предлагает сыграть в пейнтбол."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Линкольн и Фатима обсуждают проблемы Алены. Линкольн считает, что это ее проблема, а не Фатимы. Фатима беспокоится о том, что Алена может расстаться с Дженсоном. Линкольн советует ей быть благодарной за хорошее детство и родителей.","Фатима беспокоится о Дженсоне и Алене. У Алены проблемы. Линкольн не хочет, чтобы Фатима слишком беспокоилась о других."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Лиза хочет, чтобы Боб помог ей убраться в доме. Он отказывается, потому что считает это слишком большим количеством работы.","Боб собирается помочь Лизе убраться в доме, он почистит ванную."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Люк и Мартиал хотят принять участие в отборе команды, несмотря на травмы. Они сообщат Хосе о своем решении завтра утром и пойдут к тренеру вместе.","Люк и Марсиаль хотят помочь команде и играть, несмотря на травмы. Они встретятся в Кэррингтоне и пойдут в офис тренера."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Джули и Эмили обмениваются рождественскими пожеланиями.,Эмили и Джули желают друг другу счастливого Рождества.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Фредерик и Рики вчера столкнулись с новыми соседями. Они хорошие люди, но у них есть попугай, который кричит всю ночь напролет.","Новые соседи Рики милые, но шумные. У них есть попугай, который шумит всю ночь."
fred-t5,d0rj/samsum-ru,0.8,0.8,0.0,"Бренда и Сандра встретились спустя 25 лет после окончания работы на фабрике. Они вспомнили свою молодость, своих мужей и детей. Бренда предложила организовать воссоединение девочек Листера. Они встретятся в следующую субботу около 11 часов, пообедают и отправятся в путешествие по воспоминаниям.",Сандра и Бренда работали вместе на швейной фабрике 25 лет назад. Сандра до сих пор живет в Кингс-Нортоне. Бренда сейчас живет в Стоуке. Ее муж Билл умер 5 лет назад. Они встретятся в Бирмингеме за обедом в следующую субботу около 11. Они хотят организовать воссоединение девочек Листера.
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Джон хочет посмотреть ""Звезда родилась"" в среду, но Джоан занята. Они встретятся в четверг около 8 вечера. Джон отправит Джоан подробности о просмотре фильма.",Джоан и Джон собираются смотреть «Звезда родилась» в четверг около 8 часов вечера.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Джордж хочет обсудить деликатный вопрос с Донной. Они встретятся и обсудят это в кофейне или другом месте.,"Донна нанесет визит Джорджу сегодня вечером, чтобы обсудить личные дела."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Луи уходит, так как его зовет мама. Фабиан и Луи увидятся позже.","Луи заканчивает разговор с Фабианом, потому что звонит его мать."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Кристал и Ирэн обсуждают своего ребенка. Кристал не хочет ходить по магазинам с ним, но Ирэн настаивает на этом, потому что она его тетя.",Ирэн отведет сына Кристал за одеждой.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Тони отправляет Эми фотографию кошечки. Эми находит ее милой, а Лукас — очаровательной.",Тони отправил фото своего кота Эми и Лукасу.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Мэтт получил билет на Давида Подсядло. Он и Томас встретятся там. Они могут пригласить еще людей, если придут.",Мэтт получил билет на концерт Давида Подсядло. Томас тоже идет.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Крис и другие люди столкнули несколько девочек в бассейн, заставили их раздеться и заставили промокнуть насквозь. Джун считает это плохим.","Некоторым девушкам пришлось раздеться, потому что их столкнули в бассейн."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джефф, Мико и Джим собираются на деревенскую вечеринку. Лия слишком устала после похода.",Мико и Джефф пойдут на деревенскую вечеринку. Джефф будет водить.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Пол предлагает Мэтью заменить его на игре в субботу, так как его планы изменились.","Пол может провести игру в субботу, поскольку Мэтью еще не нашел никого, кто мог бы это сделать."
fred-t5,d0rj/samsum-ru,0.3333333333333333,0.3333333333333333,0.0,"Люк прибывает в 3 часа дня. Джейкоб на работе до 5, Фред заберет Люка примерно в 3:15.",Фредди заберет Люка примерно в 15:15.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джек и Райан собираются на кастинг. Джек считает, что он умеет танцевать. Райан думает об этом. Они встретятся там.",Райан и Джек идут на кастинг танцевального шоу.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джоанна возвращается домой во Францию на Рождество. Она не хочет уезжать, потому что ее родители расстались и она хочет подбодрить свою маму. Эвелин предлагает Джоанне привести сюда свою маму, но Джоанна не уверена в этом.","Джоанна собирается вернуться домой во Францию ​​на каникулы. Она собирается подбодрить свою маму, потому что ее родители расстались несколько месяцев назад. Эвелин предлагает Джоан провести вместе Рождество, если она привезет сюда свою маму."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Рауль плохо спал, потому что вчера вечером Джен пошла к другу и осталась на ночь. Он начал с сигареты и был зол. Ему приснился странный сон о его дяде.",У Рауля были плохие дни и ночи.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Энджи хочет записаться на прием к доктору Маккормику из-за сильных болей в желудке. Мисс Куинн записывает ее и сообщает доктору, что она придет через час.",У Энджи назначена встреча с доктором Маккормиком через час. У нее сильные боли в животе.
fred-t5,d0rj/samsum-ru,0.8,0.8,0.6666666666666666,"Кельвин и Нахида обсуждают, когда они будут сдавать CAT 2. Они не могут получить его на уроке статистики, потому что это будет статистика CAT. Кельвин поговорит с другими учениками и сообщит Нахиде их решение.",Кельвин и другие участники класса обсудят время для их CAT 2 и вскоре поделятся своим решением с Нахидой.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Линда, Ронни и Карен собираются на обед в заведение с макаронами рядом со своей квартирой. Они не будут есть суши, так как Карен ненавидит сырую рыбу. Аманда присоединится к ним.","Карен хочет на обед что-нибудь подешевле, чем суши. Линда, Ронни и Карен принесут в парк коробки с макаронами на вынос."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Марти хочет, чтобы Кристина забрала Марселя из школы. Он вывихнул лодыжку и хотел бы завтра пойти к врачу. У Кристин завтра поздняя смена, поэтому она заберет Марселя утром и отведет его к врачу.","Марти думает, что она вывихнула лодыжку. Марти хочет пойти к врачу завтра. Сегодня Кристина заберет Марселя из школы. Завтра Кристина отвезет Марселя в школу, а Марти к врачу. Марти позвонит в школу. Кристин и Марти встретятся около 4."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Кэмерон не может принести видеоигру, так как ей придется остаться вне города еще на неделю. Пейтон злится и хочет, чтобы она вернулась домой как можно скорее.","Пейтон ожидает, что Кэмерон принесет видеоигру. Кэмерон, вероятно, будет отсутствовать еще неделю."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Алисия завтра пойдет на собеседование. Вилликс хочет знать, как все прошло.","Собеседование Алисии завтра. Она сообщит Вилликсу, как все пойдет."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Пол забыл о физиотерапии и назначит новую встречу. Эмма будет дома после полуночи, Пол приготовит ей еды.","Пол забыл о своей физиотерапии, и он назначит новую встречу. Эмма будет дома после полуночи, так что Пол приготовит для нее еду."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Шон проспал. Сэм злится на него за это.,Шон снова проспал.
fred-t5,d0rj/samsum-ru,1.0,1.0,1.0,"Крис приглашает Тома поплавать в джакузи в их саду. Том возьмет плавки и телевизор, а Крис принесет Wi-Fi из гостиной.","Крис и Том планируют встречу у Криса. У Криса есть джакузи в саду. У Криса есть Wi-Fi, и он может вынести свой телевизор на улицу. У Тома низкий лимит интернета, когда он находится за пределами Ирландии."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Гарри хочет, чтобы Синди позвонила Эле и сказала ей, что ему нужно срочно поговорить. Синди злится на него за это, но в конце концов соглашается.",Эла не отвечает на телефонные звонки Гарри. Синди звонит Эле по просьбе Гарри.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Адам возьмет собаку на прогулку. Майк не успел взять его с собой.,"У Майка не было времени выгуливать собаку, поэтому Адам возьмет ее с собой."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Мерфи едет в Поанань во вторник и вернется днем.,Мерфи едет в Поанань во вторник и возвращается в тот же день во второй половине дня.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Моника спрашивает Гайю о ее делах. Гайя сообщает, что у нее много работы в университете и только один экзамен действительно тяжелый.",В этом семестре у Гайи 6 экзаменов. Один очень сложный.
fred-t5,d0rj/samsum-ru,1.0,1.0,1.0,Мистер Уильямс приглашает мисс Блэр выпить кофе. Они встретятся в 14:00 в любимой кофейне мисс Блэр.,Мистер Уильямс приглашает мисс Блэр на кофе. Они пойдут в ее любимую кофейню возле площади в переулке в 14:00.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джефф не был у врача в последнее время, но сейчас его кожа в порядке. Холодная погода и неправильное питание вызывают сыпь. Тина принимает лекарства каждый день, как и Джефф. Серена скажет ей, чтобы она держала это при себе.","Состояние кожи Серены сейчас в порядке, и ей не нужно принимать лекарства. У Тины похожее состояние, но она ежедневно принимает лекарства. Тина может позвонить Серене, если у нее есть вопросы."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Кристина и Эстефания смотрят новый сезон «Топ-модель по-американски». Они обсуждают Тайру Бэнкс. Джаннет еще не дома, но она смотрит этот сериал.","Кристина, Эстефания и Джаннет смотрят шоу «Топ-модель по-американски»."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Марко хочет увидеть Дэниела, но он не может приехать в Болонью из-за пересадки. Симон приедет на выходные в декабре, если Марко захочет.",Даниэль едет сегодня в Болонью. Он должен пересесть туда для дальнейшего полета. Он пробудет в аэропорту два часа. Симона навестит Марко в декабре.
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Майк позвонит Дейлу через 2 часа, так как сейчас не может говорить.",Майк перезвонит Дейлу через 2 часа.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Тимми расстроен из-за плохого дня на работе. Джемма приглашает его на барбекю, чтобы подбодрить.",У Тимми был плохой день на работе. Тимми принесет немного вина на барбекю Джеммы на выходных.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Пэт опоздает на поезд и приедет завтра утром. Барт откроет дверь для Пэт, так как он может работать из дома утром. Пэт не художник, а постановочный проект.",Пэт прибудет около 9 часов вечера. Барт откроет дверь и будет работать утром из дома.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Эрин и Эшли встречаются для интервью. Они встретятся в ресторане, так как Wi-Fi там хороший.",Эрин встретится с Эшли в ресторане для интервью.
fred-t5,d0rj/samsum-ru,0.33333333333333337,0.33333333333333337,0.0,"Мария, Кейт, Сэм и Томми готовятся к конференции. У них будет хорошая панель и аудитория. Томми готовит точку силы за 10 долларов в месяц для академиков.","Мария, Кейт, Томми и Сэм собираются на конференцию. Томми будет использовать Prezi вместо Power Point. У него есть подписка Prezi за 10 долларов в месяц."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Максвелл и Джинис обсуждают свою работу. Максвелл благодарен за вечер, а дети милые. Дженис сообщает Максвеллу о проблемах Маркуса в школе. Максвелл понимает, что ему нужно что-то с этим сделать. Они могут встретиться как-нибудь выпить кофе и обсудить проблемы.","Максвелл платит Джинис за 8 часов присмотра за детьми и благодарен, что нашел ее. Его сын поссорился с другом в школе и стал агрессивным, когда учительница отреагировала. Дженис не заметила, вел ли он себя странно в последнее время. Максвелл и Джинис могут выпить кофе, чтобы обсудить все проблемы."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Майк, Том и Бен собираются выпить пива.","Майк, Том и Бен пойдут выпить пива."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Лия пошла на чтение стихов прошлой ночью. Она познакомилась с парнем, который сказал ей, что они говорят по-немецки и назвал всех ее друзей. Он также погуглил Лию, потому что она поставила лайк на Facebook о том, что он будет аккомпанировать поэтам на гитаре во время чтения стихов.","Лия встретила жуткого парня прошлой ночью на поэтическом чтении. Он знал, что она говорит по-немецки, и назвал всех друзей, которые ходили с ней на прошедшее мероприятие. Ничего этого она ему не сказала. Он гуглил ее раньше. Лии понравился пост, в котором он упоминается двумя неделями ранее."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Дэйв спрашивает Сэма, где Ники. Сэм говорит, что она только что ушла.",Ники только что ушел от Сэма. Ее телефон выключен.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Кен хочет вернуть свои деньги, но Грег думает, что это шутка.",Кен пытается разыграть Грега.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Александр просит Тома отправить ему сообщение, когда он будет в такси. Александр подтверждает такси для Тома. Том благодарит Александра за транспорт и доезжает благополучно, хотя без багажа.","Том прибыл благополучно, но без своего багажа."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Ашер и Шейн увидели в холле университета 5 надувных замков и огромного прыгучего дракона. Это было частью карнавала для детей, организованного университетом.",Университет устраивает карнавал для детей.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Йен не может найти свою зеленую папку. Софи предполагает, что ее могла положить Алекс.","Ян ищет свою зеленую папку. Софи этого не видела, но, может быть, Алекс узнает."
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Саймон будет свободен в 5, чтобы поговорить с Адрианом.",Саймон поговорит с Адрианом через 5 минут.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джен хочет, чтобы ее бывший партнер съехал. Она ненавидит его и считает, что он заслуживает того, чтобы с ним развелись. Джейн советует ей сократить свои потери и двигаться дальше.","Джен собирается расстаться со своим парнем. Джейн с самого начала знала, что они не подходят друг другу. Джейн собирается поддержать Джен."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Дин голоден, но Поппи не знает, что приготовить на ужин. Дин купит что-нибудь по дороге домой. Сегодня вечером Поппи не будет дома, так как она уезжает в командировку.","Поппи сегодня не будет дома, но она не расскажет Дину причину. Она не будет готовить ужин, так что Дин должен что-нибудь купить по дороге домой."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Габ хочет встретиться с Кэт в реальной жизни, но она не хочет встречаться со странными мужчинами из интернета.","Габ хочет встретиться с Кэт в реальной жизни. Кэт не нравится, когда Гэб настаивает, поэтому она вообще не хочет с ним разговаривать."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Агата подготовила презентацию по экономике, используя последние исследования. Адам считает, что это интересно.","Агата гордится собой, потому что закончила презентацию по экономике. Она очень интересуется экономикой."
fred-t5,d0rj/samsum-ru,0.4,0.6,0.0,"Салли и Тим собираются на концерт 12 июля. Билеты стоят 70, но есть стоячие места в ABC Theatre.","12 июля у Imagine Dragons будет концерт в ABC Theater. Салли хочет пойти с Тимом. Она купила билеты, они стоили 70."
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Эндрю хотел взять машину Без, но она показала ""низкий уровень тормозной жидкости"". Катя забрала его и проверила. Машина прошла общий техосмотр только в июне. Без дома 21-го вечером. Растения в подвале поливают раз в неделю, не слишком обильно. Андрей отправляет Безу фотографии своего сада.","Эндрю обнаружил проблему с машиной Без в ее отсутствие, но, похоже, все в порядке. Он также позаботится о ее растениях, пока она не вернется 21 числа."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Кит спрашивает Лору, когда она собирается навестить своих родителей. Лора занята работой и проектом. Кит сообщит маме о подарке на день рождения Лауры. Кейт приготовит лазанью для Лауры.",Лаура собирается навестить своих родителей в следующую субботу. Кит мог бы приготовить для нее лазанью. Мама Лауры приготовила для нее подарок на день рождения.
fred-t5,d0rj/samsum-ru,0.7142857142857143,0.8571428571428571,0.8333333333333333,"Пега вернется в 22:00, так как она работает с 17:00 до 21:30. Мириам пригласила Пегу на чай и оставила ей немного вина.","Пега в классе до 15:00. Она будет работать с 17:00 до 21:30. Она вернется в 22:00. Мириам пригласила людей и хочет, чтобы Пега пришла. Пега выпьет с ней чашку чая, когда вернется. Мириам оставит Пега немного вина."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Пэм просит Роберта помочь с днем ​​рождения Тома. Роберт соглашается, но спрашивает, что нужно сделать. Пэм говорит ему, что ей нужно ходить по магазинам, готовить и убирать, а также собирать воздушные шарики. Она сообщает Роберту адрес магазина в центре города.",Роберт подберет летающие воздушные шары на день рождения Тома.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Шелли работает волонтером в продовольственном приюте. Трейси и Джоди не работают волонтерами, но занимаются благотворительностью на Рождество.","Шелли работает волонтером в продовольственном приюте и спрашивает, занимаются ли другие волонтерской работой. Трейси это не нравится, но Джоди всегда занимается благотворительностью на Рождество."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Макс хочет стать известным музыкальным продюсером, но не уверен в этом. Он отправляет Джиму свой последний проект, и Джим обещает послушать его позже.","Джим проверит последний музыкальный проект Макса, когда вернется домой."
fred-t5,d0rj/samsum-ru,1.0,1.0,1.0,Кейн рекомендует новый альбом 30 Seconds to Mars Шеннон.,Кейн рекомендует Шеннон новый альбом 30 Seconds to Mars.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Энди придет к Полу, чтобы выпить кофе через час. Они обсудят политические дела с отцом Ханны.",Энди собирается навестить Пола примерно через 1 час.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Кэролайн хочет снова потянуть свои яички. Росс или Чендлер сказали это Меган.,"Кэролайн и Меган играют в угадайку — им нужно угадать, из какого фильма цитата."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Рон отправил Джошу что-то, что он хочет иметь.",Джош должен проверить почту от Рона.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Фиби не может сегодня выйти, потому что ее мама все еще злится из-за того, что она использовала духи своей мамы и сломала их. Духи были очень дорогими, а запах распространился по всему дому.","Фиби не может выйти сегодня, потому что она разбила флакон дорогих духов своей матери. Мать Фиби злится. Запах духов в квартире сейчас слишком интенсивен."
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Роб и Ева встретятся в воскресенье, так как магазины открыты. Роб не знает, во сколько они закрываются, но у Евы есть кое-какие дела около 3.","Роб и Ева встретятся в воскресенье утром, чтобы пойти по магазинам. У Евы есть дела около 3."
fred-t5,d0rj/samsum-ru,1.0,1.0,0.0,"Бетти и Сандра обсуждают фотографию мужчины, который заботится о животных. Бывший парень Сандры недавно написал ей, что разрыв был ошибкой. Бетти придет к Сандре в 6, чтобы принести вино.",Бетти делится с Сандрой фотографией мужчины с кошкой. Бывший Сандры хочет вернуться. Она скучает по нему. Бетти приходит с вином в 6.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Анна и Питер используют приложение для выбора одежды. Они не могут понять, как приложение может помочь им решить, что надеть.","Анне нравится новое приложение, в котором можно виртуально примерить одежду. Питер не совсем уверен, что это необходимо."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Дэн сделал укол с анестезией, но это не работает и болит. Он сильно опух после вчерашнего дня.","Дэну сделали укол с анестезией, потому что он распух. Он чувствует, что это не работает, и это все еще причиняет ему боль."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Арчи прибывает из Саутгемптона около полуночи. Он поедет к Джуде на автобусе, и это может занять час или около того. Джуда просит Арчи позвонить ему, если он умрет до его прибытия.",Арчи прибывает из Саутгемптона около полуночи. Он поедет на автобусе. Он позовет Иуду.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Biwott спрашивает Хлою, смотрела ли она сериал. Хлоя еще не смотрела, но посмотрит на выходных.","Хлоя будет смотреть сериал, рекомендованный Бивоттом, на выходных."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Лорен хочет сделать татуировку, Нелли боится боли. Тесси знает людей, которые занимаются татуажем ног. Лорен уверена в 87% успеха.",Лорен хочет сделать маленькую татуировку над лодыжкой.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Венди беспокоится, что туалет наверху может быть заблокирован. Дэвид проверяет и предполагает, что это так. Венди не смывала тампоны или прокладки. Они не могут позволить себе вызвать сантехника в этом месяце. Они сами починят его до следующей зарплаты.","Туалет наверху снова заблокирован. Венди и Дэвид не могут позволить себе сантехника, так как Венди потратила деньги на подарок своей сестре на день рождения."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Кайлен спрашивает Роуэна о левостороннем движении в стране. Роуэн подтверждает, что это так. Кайлен считает, что тогда ему пришлось бы закрыть глаза во время вождения.","Кайлен хочет знать, есть ли левостороннее движение в стране, где живет Роуэн. Он подтверждает, что есть. Она думает, что не сможет там водить машину."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Том хочет отправиться на остров Робинзона Крузо. Джонатан и Оскар считают это безумием, но Комплект считает идею потрясающей.",Том хочет попасть на остров Робинзона Крузо.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Эмели просит Титуса помочь ей с заданием, которое она находит странным. Титус просматривает задание и почти его понимает. Эмели отправляет ему фото задания, а затем пишет свои ответы.","Титус соглашается помочь Эмели с языковым упражнением. Эмели отправляет Титусу фотографию заполненного упражнения, но он не может ее прочитать."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Альдо отправил Марко свою статью, которая заняла у него несколько недель. Марко распечатает и прочитает ее прямо сейчас.","Марко прочитает 12-страничную статью Альдо, которую он писал две недели."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Харрис и Лена обсуждают смерть друга Харриса Аоки. Они думают, что это ужасно. Харрис не видел ее в последнее время, потому что она живет в Мичигане.","Вчера умер друг Харриса, Аоки, живущий в Мичигане. Харрис не видел ее несколько месяцев."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Ханна приняла новогодние решения, такие как похудение и занятия спортом каждый день, обучение готовке и поиск будущего мужа. Бруклин не ставит целей на 2019 год, потому что не верит в то, что новый год означает новое начало.","Новогодние обещания Ханны таковы: заниматься спортом, готовить для себя, начинать встречаться. Бруклин ничего не сделал. В прошлом у нее были, но она так и не выполнила их."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Тревор не завел Эбигейл, потому что ее отец заставил его вернуться в спальню. Ричард предлагает заставить отца платить алименты вместо Тревора.","Тревор сделал Эбигейл беременной. Когда они занимались сексом без предохранения, ее отец, церковный пастор, ударил Тревора ногой по заднице, и Тревор вошел внутрь Эбигейл."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Джулии нравится делиться фотографиями своих друзей в социальных сетях. Гейл любит шпионить за людьми, чтобы узнать, что они делают и думают. Хиллари думает, что у Джулии нет жизни в реальной жизни из-за ее чрезмерной активности в социальных сетях.","Джессика много пишет на темы, которыми на самом деле ничего не делает. Юлия пишет более искренне. Но Хиллари думает, что делает это до смерти и ей не хватает настоящей жизни."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Энн ненавидит Миранду, потому что она хочет забрать у нее Тома.","Вчера Миранда позвонила Тому и мило поговорила с ним. Энн злится на нее, потому что Энн встречается с Томом."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,"Элла просит свою семью подтвердить, что они придут и сообщить ей о диетических требованиях.","Барбара и Ева описали свои диетические потребности на веб-сайте, предоставленном Эллой."
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Джошуа и Сара встретятся в Нью-Йорке в ближайший четверг. Джошуа будет ждать свой подарок.,Сара прибудет в Нью-Йорк в четверг. Джошуа ожидает получить подарок.
fred-t5,d0rj/samsum-ru,0.0,0.0,0.0,Эллисон получила стипендию. Майя и Сара гордятся ею.,Эллисон получила стипендию.
fred-t5,d0rj/dialogsum-ru,0.4,0.4,0.0,"#Person1# хочет, чтобы мисс Доусон написала внутриофисный меморандум для всех сотрудников. #Person1# запрещает использование программ мгновенного обмена сообщениями в рабочее время и требует, чтобы все сообщения были отправлены по электронной почте или официальными служебными записками. #Person2# спрашивает, распространяется ли это на внешние коммуникации, но #Person1# говорит, что это должно применяться ко всем коммуникациям.","Г-жа Доусон помогает #Person1# написать записку, чтобы проинформировать каждого сотрудника о том, что им нужно изменить способ связи и им больше не следует использовать мгновенные сообщения."
